car_ID,symboling,CarName,fueltype,doornumber,carbody,wheelbase,carlength,carwidth,carheight,curbweight,cylindernumber,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
412,0,peugeot 504,gas,four,sedan,107.9,186.7,68.4,56.7,3075,4,120,3.46,2.19,8.4,95,5000,19,24,15580
413,0,peugeot 604sl,diesel,four,sedan,107.9,186.7,68.4,56.7,3252,4,152,3.7,3.52,21,95,4150,28,33,16900
414,0,peugeot 504,gas,four,wagon,114.2,198.9,68.4,56.7,3285,4,120,3.46,2.19,8.4,95,5000,19,24,16695
415,0,peugeot 505s turbo diesel,diesel,four,wagon,114.2,198.9,68.4,58.7,3485,4,152,3.7,3.52,21,95,4150,25,25,17075
416,0,peugeot 504,gas,four,sedan,107.9,186.7,68.4,56.7,3075,4,120,3.46,3.19,8.4,97,5000,19,24,16630
417,0,peugeot 504,diesel,four,sedan,107.9,186.7,68.4,56.7,3252,4,152,3.7,3.52,21,95,4150,28,33,17950
418,0,peugeot 604sl,gas,four,sedan,108,186.7,68.3,56,3130,4,134,3.61,3.21,7,142,5600,18,24,18150
419,1,plymouth fury iii,gas,two,hatchback,93.7,157.3,63.8,50.8,1918,4,90,2.97,3.23,9.4,68,5500,37,41,5572
420,1,plymouth cricket,gas,two,hatchback,93.7,157.3,63.8,50.8,2128,4,98,3.03,3.39,7.6,102,5500,24,30,7957
421,1,plymouth fury iii,gas,four,hatchback,93.7,157.3,63.8,50.6,1967,4,90,2.97,3.23,9.4,68,5500,31,38,6229
422,1,plymouth satellite custom (sw),gas,four,sedan,93.7,167.3,63.8,50.8,1989,4,90,2.97,3.23,9.4,68,5500,31,38,6692
423,1,plymouth fury gran sedan,gas,four,sedan,93.7,167.3,63.8,50.8,2191,4,98,2.97,3.23,9.4,68,5500,31,38,7609
424,-1,plymouth valiant,gas,four,wagon,103.3,174.6,64.6,59.8,2535,4,122,3.35,3.46,8.5,88,5000,24,30,8921
425,3,plymouth duster,gas,two,hatchback,95.9,173.2,66.3,50.2,2818,4,156,3.59,3.86,7,145,5000,19,24,12764
426,3,porsche macan,gas,two,hatchback,94.5,168.9,68.3,50.2,2778,4,151,3.94,3.11,9.5,143,5500,19,27,22018
427,3,porcshce panamera,gas,two,hardtop,89.5,168.9,65,51.6,2756,6,194,3.74,2.9,9.5,207,5900,17,25,32528
428,3,porsche cayenne,gas,two,hardtop,89.5,168.9,65,51.6,2756,6,194,3.74,2.9,9.5,207,5900,17,25,34028
429,3,porsche boxter,gas,two,convertible,89.5,168.9,65,51.6,2800,6,194,3.74,2.9,9.5,207,5900,17,25,37028
430,1,porsche cayenne,gas,two,hatchback,98.4,175.7,72.3,50.5,3366,8,203,3.94,3.11,10,288,5750,17,28,31400.5
431,0,renault 12tl,gas,four,wagon,96.1,181.5,66.5,55.2,2579,4,132,3.46,3.9,8.7,90,5100,23,31,9295
432,2,renault 5 gtl,gas,two,hatchback,96.1,176.8,66.6,50.5,2460,4,132,3.46,3.9,8.7,90,5100,23,31,9895
433,0,audi 5000s (diesel),gas,two,hatchback,99.5,178.2,67.9,52,3053,5,131,3.13,3.4,7,160,5500,16,22,17859.167
434,2,bmw 320i,gas,two,sedan,101.2,176.8,64.8,54.3,2395,4,108,3.5,2.8,8.8,101,5800,23,29,16430
435,0,bmw 320i,gas,four,sedan,101.2,176.8,64.8,54.3,2395,4,108,3.5,2.8,8.8,101,5800,23,29,16925
436,0,bmw x1,gas,two,sedan,101.2,176.8,64.8,54.3,2710,6,164,3.31,3.19,9,121,4250,21,28,20970
437,0,bmw x3,gas,four,sedan,101.2,176.8,64.8,54.3,2765,6,164,3.31,3.19,9,121,4250,21,28,21105
438,1,bmw z4,gas,four,sedan,103.5,189,66.9,55.7,3055,6,164,3.31,3.19,9,121,4250,20,25,24565
439,0,bmw x4,gas,four,sedan,103.5,189,66.9,55.7,3230,6,209,3.62,3.39,8,182,5400,16,22,30760
440,0,bmw x5,gas,two,sedan,103.5,193.8,67.9,53.7,3380,6,209,3.62,3.39,8,182,5400,16,22,41315
441,0,bmw x3,gas,four,sedan,110,197,70.9,56.3,3505,6,209,3.62,3.39,8,182,5400,15,20,36880
442,2,chevrolet impala,gas,two,hatchback,88.4,141.1,60.3,53.2,1488,3,61,2.91,3.03,9.5,48,5100,47,53,5151
443,1,chevrolet monte carlo,gas,two,hatchback,94.5,155.9,63.6,52,1874,4,90,3.03,3.11,9.6,70,5400,38,43,6295
444,0,chevrolet vega 2300,gas,four,sedan,94.5,158.8,63.6,52,1909,4,90,3.03,3.11,9.6,70,5400,38,43,6575
445,1,dodge rampage,gas,two,hatchback,93.7,157.3,63.8,50.8,1876,4,90,2.97,3.23,9.41,68,5500,37,41,5572
446,1,dodge challenger se,gas,two,hatchback,93.7,157.3,63.8,50.8,1876,4,90,2.97,3.23,9.4,68,5500,31,38,6377
447,1,dodge d200,gas,two,hatchback,93.7,157.3,63.8,50.8,2128,4,98,3.03,3.39,7.6,102,5500,24,30,7957
448,1,dodge monaco (sw),gas,four,hatchback,93.7,157.3,63.8,50.6,1967,4,90,2.97,3.23,9.4,68,5500,31,38,6229
449,1,dodge colt hardtop,gas,four,sedan,93.7,157.3,63.8,50.6,1989,4,90,2.97,3.23,9.4,68,5500,31,38,6692
450,1,dodge colt (sw),gas,four,sedan,93.7,157.3,63.8,50.6,1989,4,90,2.97,3.23,9.4,68,5500,31,38,7609
451,1,dodge coronet custom,gas,two,sedan,93.7,157.3,63.8,50.6,2191,4,98,3.03,3.39,7.6,102,5500,24,30,8558
452,-1,dodge dart custom,gas,four,wagon,103.3,174.6,64.6,59.8,2535,4,122,3.34,3.46,8.5,88,5000,24,30,8921
453,3,dodge coronet custom (sw),gas,two,hatchback,95.9,173.2,66.3,50.2,2811,4,156,3.6,3.9,7,145,5000,19,24,12964
454,2,honda civic,gas,two,hatchback,86.6,144.6,63.9,50.8,1713,4,92,2.91,3.41,9.6,58,4800,49,54,6479
455,2,honda civic cvcc,gas,two,hatchback,86.6,144.6,63.9,50.8,1819,4,92,2.91,3.41,9.2,76,6000,31,38,6855
456,1,honda civic,gas,two,hatchback,93.7,150,64,52.6,1837,4,79,2.91,3.07,10.1,60,5500,38,42,5399
457,1,honda accord cvcc,gas,two,hatchback,93.7,150,64,52.6,1940,4,92,2.91,3.41,9.2,76,6000,30,34,6529
458,1,honda civic cvcc,gas,two,hatchback,93.7,150,64,52.6,1956,4,92,2.91,3.41,9.2,76,6000,30,34,7129
459,0,honda accord lx,gas,four,sedan,96.5,163.4,64,54.5,2010,4,92,2.91,3.41,9.2,76,6000,30,34,7295
460,0,honda civic 1500 gl,gas,four,wagon,96.5,157.1,63.9,58.3,2024,4,92,2.92,3.41,9.2,76,6000,30,34,7295
461,0,honda accord,gas,two,hatchback,96.5,167.5,65.2,53.3,2236,4,110,3.15,3.58,9,86,5800,27,33,7895
462,0,honda civic 1300,gas,two,hatchback,96.5,167.5,65.2,53.3,2289,4,110,3.15,3.58,9,86,5800,27,33,9095
463,0,honda prelude,gas,four,sedan,96.5,175.4,65.2,54.1,2304,4,110,3.15,3.58,9,86,5800,27,33,8845
464,0,honda accord,gas,four,sedan,96.5,175.4,62.5,54.1,2372,4,110,3.15,3.58,9,86,5800,27,33,10295
465,0,honda civic,gas,four,sedan,96.5,175.4,65.2,54.1,2465,4,110,3.15,3.58,9,101,5800,24,28,12945
466,1,honda civic (auto),gas,two,sedan,96.5,169.1,66,51,2293,4,110,3.15,3.58,9.1,100,5500,25,31,10345
467,0,isuzu MU-X,gas,four,sedan,94.3,170.7,61.8,53.5,2337,4,111,3.31,3.23,8.5,78,4800,24,29,6785
468,1,isuzu D-Max ,gas,two,sedan,94.5,155.9,63.6,52,1874,4,90,3.03,3.11,9.6,70,5400,38,43,8916.5
469,0,isuzu D-Max V-Cross,gas,four,sedan,94.5,155.9,63.6,52,1909,4,90,3.03,3.11,9.6,70,5400,38,43,8916.5
470,2,isuzu D-Max ,gas,two,hatchback,96,172.6,65.2,51.4,2734,4,119,3.43,3.23,9.2,90,5000,24,29,11048
471,0,jaguar xj,gas,four,sedan,113,199.6,69.6,52.8,4066,6,258,3.63,4.17,8.1,176,4750,15,19,32250
472,0,jaguar xf,gas,four,sedan,113,199.6,69.6,52.8,4066,6,258,3.63,4.17,8.1,176,4750,15,19,35550
473,0,jaguar xk,gas,two,sedan,102,191.7,70.6,47.8,3950,12,326,3.54,2.76,11.5,262,5000,13,17,36000
474,1,maxda rx3,gas,two,hatchback,93.1,159.1,64.2,54.1,1890,4,91,3.03,3.15,9,68,5000,30,31,5195
475,1,maxda glc deluxe,gas,two,hatchback,93.1,159.1,64.2,54.1,1900,4,91,3.03,3.15,9,68,5000,31,38,6095
476,1,mazda rx2 coupe,gas,two,hatchback,93.1,159.1,64.2,54.1,1905,4,91,3.03,3.15,9,68,5000,31,38,6795
477,1,mazda rx-4,gas,four,sedan,93.1,166.8,64.2,54.1,1945,4,91,3.03,3.15,9,68,5000,31,38,6695
478,1,mazda glc deluxe,gas,four,sedan,93.1,166.8,64.2,54.1,1950,4,91,3.08,3.15,9,68,5000,31,38,7395
479,3,mazda 626,gas,two,hatchback,95.3,169,65.7,49.6,2380,2,70,3.33,3.255,9.4,101,6000,17,23,10945
480,3,mazda glc,gas,two,hatchback,95.3,169,65.7,49.6,2380,2,70,3.33,3.255,9.4,101,6000,17,23,11845
481,3,mazda rx-7 gs,gas,two,hatchback,95.3,169,65.7,49.6,2385,2,70,3.33,3.255,9.4,101,6000,17,23,13645
482,3,mazda glc 4,gas,two,hatchback,95.3,169,65.7,49.6,2500,2,80,3.33,3.255,9.4,135,6000,16,23,15645
483,1,mazda 626,gas,two,hatchback,98.8,177.8,66.5,53.7,2385,4,122,3.39,3.39,8.6,84,4800,26,32,8845
484,0,mazda glc custom l,gas,four,sedan,98.8,177.8,66.5,55.5,2410,4,122,3.39,3.39,8.6,84,4800,26,32,8495
485,1,mazda glc custom,gas,two,hatchback,98.8,177.8,66.5,53.7,2385,4,122,3.39,3.39,8.6,84,4800,26,32,10595
486,0,mazda rx-4,gas,four,sedan,98.8,177.8,66.5,55.5,2410,4,122,3.39,3.39,8.6,84,4800,26,32,10245
487,0,mazda glc deluxe,diesel,four,sedan,98.8,177.8,66.5,55.5,2443,4,122,3.39,3.39,22.7,64,4650,36,42,10795
488,0,mazda 626,gas,four,hatchback,98.8,177.8,66.5,55.5,2425,4,122,3.39,3.39,8.6,84,4800,26,32,11245
489,0,mazda glc,gas,four,sedan,104.9,175,66.1,54.4,2670,4,140,3.76,3.16,8,120,5000,19,27,18280
490,0,mazda rx-7 gs,diesel,four,sedan,104.9,175,66.1,54.4,2700,4,134,3.43,3.64,22,72,4200,31,39,18344
491,-1,buick electra 225 custom,diesel,four,sedan,110,190.9,70.3,56.5,3515,5,183,3.58,3.64,21.5,123,4350,22,25,25552
492,-1,buick century luxus (sw),diesel,four,wagon,110,190.9,70.3,58.7,3750,5,183,3.58,3.64,21.5,123,4350,22,25,28248
493,0,buick century,diesel,two,hardtop,106.7,187.5,70.3,54.9,3495,5,183,3.58,3.64,21.5,123,4350,22,25,28176
494,-1,buick skyhawk,diesel,four,sedan,115.6,202.6,71.7,56.3,3770,5,183,3.58,3.64,21.5,123,4350,22,25,31600
495,-1,buick opel isuzu deluxe,gas,four,sedan,115.6,202.6,71.7,56.5,3740,8,234,3.46,3.1,8.3,155,4750,16,18,34184
496,3,buick skylark,gas,two,convertible,96.6,180.3,70.5,50.8,3685,8,234,3.46,3.1,8.3,155,4750,16,18,35056
497,0,buick century special,gas,four,sedan,120.9,208.1,71.7,56.7,3900,8,308,3.8,3.35,8,184,4500,14,16,40960
498,1,buick regal sport coupe (turbo),gas,two,hardtop,112,199.2,72,55.4,3715,8,304,3.8,3.35,8,184,4500,14,16,45400
499,1,mercury cougar,gas,two,hatchback,102.7,178.4,68,54.8,2910,4,140,3.78,3.12,8,175,5000,19,24,16503
500,2,mitsubishi mirage,gas,two,hatchback,93.7,157.3,64.4,50.8,1918,4,92,2.97,3.23,9.4,68,5500,37,41,5389
501,2,mitsubishi lancer,gas,two,hatchback,93.7,157.3,64.4,50.8,1944,4,92,2.97,3.23,9.4,68,5500,31,38,6189
502,2,mitsubishi outlander,gas,two,hatchback,93.7,157.3,64.4,50.8,2004,4,92,2.97,3.23,9.4,68,5500,31,38,6669
503,1,mitsubishi g4,gas,two,hatchback,93,157.3,63.8,50.8,2145,4,98,3.03,3.39,7.6,102,5500,24,30,7689
504,3,mitsubishi mirage g4,gas,two,hatchback,96.3,173,65.4,49.4,2370,4,110,3.17,3.46,7.5,116,5500,23,30,9959
505,3,mitsubishi g4,gas,two,hatchback,96.3,173,65.4,49.4,2328,4,122,3.35,3.46,8.5,88,5000,25,32,8499
506,3,mitsubishi outlander,gas,two,hatchback,95.9,173.2,66.3,50.2,2833,4,156,3.58,3.86,7,145,5000,19,24,12629
507,3,mitsubishi g4,gas,two,hatchback,95.9,173.2,66.3,50.2,2921,4,156,3.59,3.86,7,145,5000,19,24,14869
508,3,mitsubishi mirage g4,gas,two,hatchback,95.9,173.2,66.3,50.2,2926,4,156,3.59,3.86,7,145,5000,19,24,14489
509,1,mitsubishi montero,gas,four,sedan,96.3,172.4,65.4,51.6,2365,4,122,3.35,3.46,8.5,88,5000,25,32,6989
510,1,mitsubishi pajero,gas,four,sedan,96.3,172.4,65.4,51.6,2405,4,122,3.35,3.46,8.5,88,5000,25,32,8189
511,1,mitsubishi outlander,gas,four,sedan,96.3,172.4,65.4,51.6,2403,4,110,3.17,3.46,7.5,116,5500,23,30,9279
512,-1,mitsubishi mirage g4,gas,four,sedan,96.3,172.4,65.4,51.6,2403,4,110,3.17,3.46,7.5,116,5500,23,30,9279
513,1,Nissan versa,gas,two,sedan,94.5,165.3,63.8,54.5,1889,4,97,3.15,3.29,9.4,69,5200,31,37,5499
514,1,nissan gt-r,diesel,two,sedan,94.5,165.3,63.8,54.5,2017,4,103,2.99,3.47,21.9,55,4800,45,50,7099
515,1,nissan rogue,gas,two,sedan,94.5,165.3,63.8,54.5,1918,4,97,3.15,3.29,9.4,69,5200,31,37,6649
516,1,nissan latio,gas,four,sedan,94.5,165.3,63.8,54.5,1938,4,97,3.15,3.29,9.4,69,5200,31,37,6849
517,1,nissan titan,gas,four,wagon,94.5,170.2,63.8,53.5,2024,4,97,3.15,3.29,9.4,69,5200,31,37,7349
518,1,nissan leaf,gas,two,sedan,94.5,165.3,63.8,54.5,1951,4,97,3.15,3.29,9.4,69,5200,31,37,7299
519,1,nissan juke,gas,two,hatchback,94.5,165.6,63.8,53.3,2028,4,97,3.15,3.29,9.4,69,5200,31,37,7799
520,1,nissan latio,gas,four,sedan,94.5,165.3,63.8,54.5,1971,4,97,3.15,3.29,9.4,69,5200,31,37,7499
521,1,nissan note,gas,four,wagon,94.5,170.2,63.8,53.5,2037,4,97,3.15,3.29,9.4,69,5200,31,37,7999
522,2,nissan clipper,gas,two,hardtop,95.1,162.4,63.8,53.3,2008,4,97,3.15,3.29,9.4,69,5200,31,37,8249
523,0,nissan rogue,gas,four,hatchback,97.2,173.4,65.2,54.7,2324,4,120,3.33,3.47,8.5,97,5200,27,34,8949
524,0,nissan nv200,gas,four,sedan,97.2,173.4,65.2,54.7,2302,4,120,3.33,3.47,8.5,97,5200,27,34,9549
525,0,nissan dayz,gas,four,sedan,100.4,181.7,66.5,55.1,3095,6,181,3.43,3.27,9,152,5200,17,22,13499
526,0,nissan fuga,gas,four,wagon,100.4,184.6,66.5,56.1,3296,6,181,3.43,3.27,9,152,5200,17,22,14399
527,0,nissan otti,gas,four,sedan,100.4,184.6,66.5,55.1,3060,6,181,3.43,3.27,9,152,5200,19,25,13499
528,3,nissan teana,gas,two,hatchback,91.3,170.7,67.9,49.7,3071,6,181,3.43,3.27,9,160,5200,19,25,17199
529,3,nissan kicks,gas,two,hatchback,91.3,170.7,67.9,49.7,3139,6,181,3.43,3.27,7.8,200,5200,17,23,19699
530,1,nissan clipper,gas,two,hatchback,99.2,178.5,67.9,49.7,3139,6,181,3.43,3.27,9,160,5200,19,25,18399
531,0,peugeot 504,gas,four,sedan,107.9,186.7,68.4,56.7,3020,4,120,3.46,3.19,8.4,97,5000,19,24,11900
532,0,peugeot 304,diesel,four,sedan,107.9,186.7,68.4,56.7,3197,4,152,3.7,3.52,21,95,4150,28,33,13200
533,0,peugeot 504 (sw),gas,four,wagon,114.2,198.9,68.4,58.7,3230,4,120,3.46,3.19,8.4,97,5000,19,24,12440
534,0,peugeot 504,diesel,four,wagon,114.2,198.9,68.4,58.7,3430,4,152,3.7,3.52,21,95,4150,25,25,13860
535,0,peugeot 504,gas,four,sedan,107.9,186.7,68.4,56.7,3075,4,120,3.46,2.19,8.4,95,5000,19,24,15580
536,0,peugeot 604sl,diesel,four,sedan,107.9,186.7,68.4,56.7,3252,4,152,3.7,3.52,21,95,4150,28,33,16900
537,0,peugeot 504,gas,four,wagon,114.2,198.9,68.4,56.7,3285,4,120,3.46,2.19,8.4,95,5000,19,24,16695
538,0,peugeot 505s turbo diesel,diesel,four,wagon,114.2,198.9,68.4,58.7,3485,4,152,3.7,3.52,21,95,4150,25,25,17075
539,0,peugeot 504,gas,four,sedan,107.9,186.7,68.4,56.7,3075,4,120,3.46,3.19,8.4,97,5000,19,24,16630
540,0,peugeot 504,diesel,four,sedan,107.9,186.7,68.4,56.7,3252,4,152,3.7,3.52,21,95,4150,28,33,17950
541,0,peugeot 604sl,gas,four,sedan,108,186.7,68.3,56,3130,4,134,3.61,3.21,7,142,5600,18,24,18150
542,1,plymouth fury iii,gas,two,hatchback,93.7,157.3,63.8,50.8,1918,4,90,2.97,3.23,9.4,68,5500,37,41,5572
543,1,plymouth cricket,gas,two,hatchback,93.7,157.3,63.8,50.8,2128,4,98,3.03,3.39,7.6,102,5500,24,30,7957
544,1,plymouth fury iii,gas,four,hatchback,93.7,157.3,63.8,50.6,1967,4,90,2.97,3.23,9.4,68,5500,31,38,6229
545,1,plymouth satellite custom (sw),gas,four,sedan,93.7,167.3,63.8,50.8,1989,4,90,2.97,3.23,9.4,68,5500,31,38,6692
546,1,plymouth fury gran sedan,gas,four,sedan,93.7,167.3,63.8,50.8,2191,4,98,2.97,3.23,9.4,68,5500,31,38,7609
547,-1,plymouth valiant,gas,four,wagon,103.3,174.6,64.6,59.8,2535,4,122,3.35,3.46,8.5,88,5000,24,30,8921
548,3,plymouth duster,gas,two,hatchback,95.9,173.2,66.3,50.2,2818,4,156,3.59,3.86,7,145,5000,19,24,12764
549,3,porsche macan,gas,two,hatchback,94.5,168.9,68.3,50.2,2778,4,151,3.94,3.11,9.5,143,5500,19,27,22018
550,3,porcshce panamera,gas,two,hardtop,89.5,168.9,65,51.6,2756,6,194,3.74,2.9,9.5,207,5900,17,25,32528
551,3,porsche cayenne,gas,two,hardtop,89.5,168.9,65,51.6,2756,6,194,3.74,2.9,9.5,207,5900,17,25,34028
552,3,porsche boxter,gas,two,convertible,89.5,168.9,65,51.6,2800,6,194,3.74,2.9,9.5,207,5900,17,25,37028
553,1,porsche cayenne,gas,two,hatchback,98.4,175.7,72.3,50.5,3366,8,203,3.94,3.11,10,288,5750,17,28,31400.5
554,0,renault 12tl,gas,four,wagon,96.1,181.5,66.5,55.2,2579,4,132,3.46,3.9,8.7,90,5100,23,31,9295
555,2,renault 5 gtl,gas,two,hatchback,96.1,176.8,66.6,50.5,2460,4,132,3.46,3.9,8.7,90,5100,23,31,9895
556,3,saab 99e,gas,two,hatchback,99.1,186.6,66.5,56.1,2658,4,121,3.54,3.07,9.31,110,5250,21,28,11850
557,2,saab 99le,gas,four,sedan,99.1,186.6,66.5,56.1,2695,4,121,3.54,3.07,9.3,110,5250,21,28,12170
558,3,saab 99le,gas,two,hatchback,99.1,186.6,66.5,56.1,2707,4,121,2.54,2.07,9.3,110,5250,21,28,15040
559,2,saab 99gle,gas,four,sedan,99.1,186.6,66.5,56.1,2758,4,121,3.54,3.07,9.3,110,5250,21,28,15510
560,3,saab 99gle,gas,two,hatchback,99.1,186.6,66.5,56.1,2808,4,121,3.54,3.07,9,160,5500,19,26,18150
561,2,saab 99e,gas,four,sedan,99.1,186.6,66.5,56.1,2847,4,121,3.54,3.07,9,160,5500,19,26,18620
562,2,subaru,gas,two,hatchback,93.7,156.9,63.4,53.7,2050,4,97,3.62,2.36,9,69,4900,31,36,5118
563,2,subaru dl,gas,two,hatchback,93.7,157.9,63.6,53.7,2120,4,108,3.62,2.64,8.7,73,4400,26,31,7053
564,2,subaru dl,gas,two,hatchback,93.3,157.3,63.8,55.7,2240,4,108,3.62,2.64,8.7,73,4400,26,31,7603
565,0,subaru,gas,four,sedan,97.2,172,65.4,52.5,2145,4,108,3.62,2.64,9.5,82,4800,32,37,7126
566,0,subaru brz,gas,four,sedan,97.2,172,65.4,52.5,2190,4,108,3.62,2.64,9.5,82,4400,28,33,7775
567,0,subaru baja,gas,four,sedan,97.2,172,65.4,52.5,2340,4,108,3.62,2.64,9,94,5200,26,32,9960
568,0,subaru r1,gas,four,sedan,97,172,65.4,54.3,2385,4,108,3.62,2.64,9,82,4800,24,25,9233
569,0,subaru r2,gas,four,sedan,97,172,65.4,54.3,2510,4,108,3.62,2.64,7.7,111,4800,24,29,11259
570,0,subaru trezia,gas,four,wagon,97,173.5,65.4,53,2290,4,108,3.62,2.64,9,82,4800,28,32,7463
571,0,subaru tribeca,gas,four,wagon,97,173.5,65.4,53,2455,4,108,3.62,2.64,9,94,5200,25,31,10198
572,0,subaru dl,gas,four,wagon,96.9,173.6,65.4,54.9,2420,4,108,3.62,2.64,9,82,4800,23,29,8013
573,0,subaru dl,gas,four,wagon,96.9,173.6,65.4,54.9,2650,4,108,3.62,2.64,7.7,111,4800,23,23,11694
574,1,toyota corona mark ii,gas,two,hatchback,95.7,158.7,63.6,54.5,1985,4,92,3.05,3.03,9,62,4800,35,39,5348
575,1,toyota corona,gas,two,hatchback,95.7,158.7,63.6,54.5,2040,4,92,3.05,3.03,9,62,4800,31,38,6338
576,1,toyota corolla 1200,gas,four,hatchback,95.7,158.7,63.6,54.5,2015,4,92,3.05,3.03,9,62,4800,31,38,6488
577,0,toyota corona hardtop,gas,four,wagon,95.7,169.7,63.6,59.1,2280,4,92,3.05,3.03,9,62,4800,31,37,6918
578,0,toyota corolla 1600 (sw),gas,four,wagon,95.7,169.7,63.6,59.1,2290,4,92,3.05,3.03,9,62,4800,27,32,7898
579,0,toyota carina,gas,four,wagon,95.7,169.7,63.6,59.1,3110,4,92,3.05,3.03,9,62,4800,27,32,8778
580,0,toyota mark ii,gas,four,sedan,95.7,166.3,64.4,53,2081,4,98,3.19,3.03,9,70,4800,30,37,6938
581,0,toyota corolla 1200,gas,four,hatchback,95.7,166.3,64.4,52.8,2109,4,98,3.19,3.03,9,70,4800,30,37,7198
582,0,toyota corona,diesel,four,sedan,95.7,166.3,64.4,53,2275,4,110,3.27,3.35,22.5,56,4500,34,36,7898
583,0,toyota corolla,diesel,four,hatchback,95.7,166.3,64.4,52.8,2275,4,110,3.27,3.35,22.5,56,4500,38,47,7788
584,0,toyota corona,gas,four,sedan,95.7,166.3,64.4,53,2094,4,98,3.19,3.03,9,70,4800,38,47,7738
585,0,toyota corolla,gas,four,hatchback,95.7,166.3,64.4,52.8,2122,4,98,3.19,3.03,9,70,4800,28,34,8358
586,0,toyota mark ii,gas,four,sedan,95.7,166.3,64.4,52.8,2140,4,98,3.19,3.03,9,70,4800,28,34,9258
587,1,toyota corolla liftback,gas,two,sedan,94.5,168.7,64,52.6,2169,4,98,3.19,3.03,9,70,4800,29,34,8058
588,1,toyota corona,gas,two,hatchback,94.5,168.7,64,52.6,2204,4,98,3.19,3.03,9,70,4800,29,34,8238
589,1,toyota celica gt liftback,gas,two,sedan,94.5,168.7,64,52.6,2265,4,98,3.24,3.08,9.4,112,6600,26,29,9298
590,1,toyota corolla tercel,gas,two,hatchback,94.5,168.7,64,52.6,2300,4,98,3.24,3.08,9.4,112,6600,26,29,9538
591,2,toyota corona liftback,gas,two,hardtop,98.4,176.2,65.6,52,2540,4,146,3.62,3.5,9.3,116,4800,24,30,8449
592,2,toyota corolla,gas,two,hardtop,98.4,176.2,65.6,52,2536,4,146,3.62,3.5,9.3,116,4800,24,30,9639
593,2,toyota starlet,gas,two,hatchback,98.4,176.2,65.6,52,2551,4,146,3.62,3.5,9.3,116,4800,24,30,9989
594,2,toyota tercel,gas,two,hardtop,98.4,176.2,65.6,52,2679,4,146,3.62,3.5,9.3,116,4800,24,30,11199
595,2,toyota corolla,gas,two,hatchback,98.4,176.2,65.6,52,2714,4,146,3.62,3.5,9.3,116,4800,24,30,11549
596,2,toyota cressida,gas,two,convertible,98.4,176.2,65.6,53,2975,4,146,3.62,3.5,9.3,116,4800,24,30,17669
597,-1,toyota corolla,gas,four,sedan,102.4,175.6,66.5,54.9,2326,4,122,3.31,3.54,8.7,92,4200,29,34,8948
598,-1,toyota celica gt,diesel,four,sedan,102.4,175.6,66.5,54.9,2480,4,110,3.27,3.35,22.5,73,4500,30,33,10698
599,-1,toyota corona,gas,four,hatchback,102.4,175.6,66.5,53.9,2414,4,122,3.31,3.54,8.7,92,4200,27,32,9988
600,-1,toyota corolla,gas,four,sedan,102.4,175.6,66.5,54.9,2414,4,122,3.31,3.54,8.7,92,4200,27,32,10898
601,-1,toyota mark ii,gas,four,hatchback,102.4,175.6,66.5,53.9,2458,4,122,3.31,3.54,8.7,92,4200,27,32,11248
602,3,toyota corolla liftback,gas,two,hatchback,102.9,183.5,67.7,52,2976,6,171,3.27,3.35,9.3,161,5200,20,24,16558
603,3,toyota corona,gas,two,hatchback,102.9,183.5,67.7,52,3016,6,171,3.27,3.35,9.3,161,5200,19,24,15998
604,-1,toyota starlet,gas,four,sedan,104.5,187.8,66.5,54.1,3131,6,171,3.27,3.35,9.2,156,5200,20,24,15690
605,-1,toyouta tercel,gas,four,wagon,104.5,187.8,66.5,54.1,3151,6,161,3.27,3.35,9.2,156,5200,19,24,15750
606,2,vokswagen rabbit,diesel,two,sedan,97.3,171.7,65.5,55.7,2261,4,97,3.01,3.4,23,52,4800,37,46,7775
607,2,volkswagen 1131 deluxe sedan,gas,two,sedan,97.3,171.7,65.5,55.7,2209,4,109,3.19,3.4,9,85,5250,27,34,7975
608,2,volkswagen model 111,diesel,four,sedan,97.3,171.7,65.5,55.7,2264,4,97,3.01,3.4,23,52,4800,37,46,7995
609,2,volkswagen type 3,gas,four,sedan,97.3,171.7,65.5,55.7,2212,4,109,3.19,3.4,9,85,5250,27,34,8195
610,2,volkswagen 411 (sw),gas,four,sedan,97.3,171.7,65.5,55.7,2275,4,109,3.19,3.4,9,85,5250,27,34,8495
611,2,volkswagen super beetle,diesel,four,sedan,97.3,171.7,65.5,55.7,2319,4,97,3.01,3.4,23,68,4500,37,42,9495
612,2,volkswagen dasher,gas,four,sedan,97.3,171.7,65.5,55.7,2300,4,109,3.19,3.4,10,100,5500,26,32,9995
613,3,vw dasher,gas,two,convertible,94.5,159.3,64.2,55.6,2254,4,109,3.19,3.4,8.5,90,5500,24,29,11595
614,3,vw rabbit,gas,two,hatchback,94.5,165.7,64,51.4,2221,4,109,3.19,3.4,8.5,90,5500,24,29,9980
615,0,volkswagen rabbit,gas,four,sedan,100.4,180.2,66.9,55.1,2661,5,136,3.19,3.4,8.5,110,5500,19,24,13295
616,0,volkswagen rabbit custom,diesel,four,sedan,100.4,180.2,66.9,55.1,2579,4,97,3.01,3.4,23,68,4500,33,38,13845
617,0,volkswagen dasher,gas,four,wagon,100.4,183.1,66.9,55.1,2563,4,109,3.19,3.4,9,88,5500,25,31,12290
